s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,s22,s23,s24,s25,s26,s27,s28,s29,s30,s31,s32,s33,s34,s35,s36,s37,s38,s39,s40,s41,s42,s43,s44,s45,s46,s47,s48,s49,s50,s51,s52,s53,s54,s55,s56,s57,s58,s59,s60,s61,s62,s63,s64,s65,s66,s67,s68,s69,s70,s71,s72,s73,s74,s75,s76,s77,s78,s79,s80,s81,s82,s83,s84,s85,s86,s87,s88,s89,s90,s91,s92,s93,s94,s95,s96,s97,s98,s99,s100,s101,s102,s103,s104,s105,s106,s107,s108,s109,s110,s111,s112,s113,s114,s115,s116,s117,s118,s119,s120,s121,s122,s123,s124,s125,s126,s127,s128,s129,s130,s131,s132,s133,s134,s135,s136,s137,s138,s139,s140,s141,s142,s143,s144,s145,s146,s147,s148,s149,s150,s151,s152,s153,s154,s155,s156,s157,s158,s159,s160,s161,s162,s163,s164,s165,s166,s167,s168,s169,s170,s171,s172,s173,s174,s175,s176,s177,s178,s179,s180,s181,s182,s183,s184,s185,s186,s187,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s202,s203,s204,s205,s206,s207,s208,s209,s210,s211,s212,s213,s214,s215,s216,s217,s218,s219,s220,s221,s222,s223,s224,s225,s226,s227,s228,s229,s230,s231,s232,s233,s234,s235,s236,s237,s238,s239,s240,s241,s242,s243,s244,s245,s246,s247,s248,s249,s250,s251,s252,s253,s254,s255,s256,s257,s258,s259,s260,s261,s262,s263,s264,s265,s266,s267,s268,s269,s270,s271,s272,s273,s274,s275,s276,s277,s278,s279,s280,s281,s282,s283,s284,s285,s286,s287,s288,s289,s290,s291,s292,s293,s294,s295,s296,s297,s298,s299,s300,s301,s302,s303,s304,s305,s306,s307,s308,s309,s310,s311,s312,s313,s314,s315,s316,s317,s318,s319,s320,s321,s322,s323,s324,s325,s326,s327,s328,s329,s330,s331,s332,s333,s334,s335,s336,s337,s338,s339,s340,s341,s342,s343,s344,s345,s346,s347,s348,s349,s350,s351,s352,s353,s354,s355,s356,s357,s358,s359,s360,s361,s362,s363,s364,s365,s366,s367,s368,s369
42893,50832,13456,8852,17813,7828,59025,62609,25488,62097,50321,40595,10132,33169,48275,4756,10131,63633,22162,9621,5526,17814,47508,38037,25237,15767,12439,12695,38037,47255,54933,8340,45461,9111,56724,40084,37525,22675,58004,63892,23190,51093,35223,35990,26006,6040,6551,3223,53655,6296,57238,64661,33686,43670,62104,39317,42902,58005,27800,10134,61076,46997,55701,14741,51733,54672,43156,45717,29845,5524,64917,57493,25749,24982,29844,16534,23445,16278,50325,36245,56470,29590,59797,17046,14742,41876,48277,21397,7317,55188,36247,38037,42132,47251,54931,23958,7831,62613,24469,1941,51095,16023,49046,6039,30615,19606,63892,51604,38549,26005,23701,10389,22933,17045,30101,51348,1940,39570,20628,15764,45971,40085,33428,49812,39828,59283,16019,49554,23700,11924,11416,10647,9367,61334,40342,11667,1940,62355,50579,39827,41364,3737,3477,38037,50325,55957,7061,5526,60571,20632,15506,10897,50574,58512,37265,46733,18831,59789,32910,34701,1933,14477,32144,18320,40079,41620,36241,64914,1173,12434,21649,45714,26004,30352,32912,30097,38801,6287,63119,29840,3475,46228,65427,28049,26260,1686,57235,22671,27794,24468,6300,8595,53912,47508,17299,11412,115,28819,4245,21140,25230,53391,55436,56973,56464,9872,46727,9358,19082,52622,3217,43406,43663,54669,17807,40591,17040,56979,45458,55185,41874,42899,29837,50836,29332,14488,26515,22935,64647,28295,28561,7317,3475,16525,6546,10127,13457,19581,1935,52624,51151,24279,27344,28879,26325,44216,14784,56774,8907,64716,53696,48321,61392,64218,53185,34230,21691,40895,15305,54477,62667,53701,24017,46798,18373,1477,56008,1991,40649,34743,6596,54981,21944,51914,45522,28351,63437,11733,3006,63437,19401,56255,49088,56536,50374,57808,15565,44752,13000,1748,34006,53459,2525,49866,16845,7380,980,53731,47835,47067,2513,25056,7368,16584,51147,34751,55503,57310,14544,28367,471,58569,19156,58841,45765,16582,62666,48846,52595,11401,7363,59338,59854,29891,18893,40149,28869,31179,5586,1990,54469,28872,62398,63957,34255,37072,21977,53206,31953,22228,60638,33759,62168,60126,28369,34775,50652,21674,26472,11338,45009,34262,53710,12486,53186,37495,43961,3011,0,2336,0,976,0,3905,3554,2244,38187,3072,112
46733,54672,12688,10900,21397,11412,54929,57745,23184,63633,48273,35475,8084,34705,53395,6548,10643,2194,30098,12949,5270,9878,44692,37781,23189,11415,6039,16023,40341,49303,56469,5780,40597,6807,59028,45716,38037,24211,61332,3733,26006,49813,30615,35478,26518,4760,3479,407,59031,8856,60054,64661,38806,53654,665,39061,37526,57493,26008,8086,54676,40853,53909,10133,51221,54928,39060,39829,25749,5780,2710,60053,25237,29078,32916,18070,24981,16278,48277,34197,55446,23702,58005,17046,15766,41364,48789,25237,12693,58516,34967,35221,42644,46227,60563,29590,11415,59541,19861,149,49815,12695,43670,5271,33431,22678,64660,50324,41621,32661,27797,8341,19605,18325,28053,47252,64659,36754,20116,16788,44179,39573,38804,55700,43412,58515,20883,49554,24724,17044,17048,11671,8087,60310,38038,7571,63891,58771,50835,42131,41620,5785,6805,44437,57237,59029,6805,7318,61595,19608,10130,7313,49038,58000,35985,44685,18831,63629,28558,34701,4493,14477,29328,17296,43407,45460,39825,65426,917,13458,16785,42642,22932,30096,33680,29329,38033,7823,3216,32912,4243,47764,1940,29841,26260,62869,52371,21647,26514,26516,9372,6547,51096,40084,17043,10132,3986,28051,4245,20628,26254,54671,54924,60045,56208,8080,41863,5518,20106,53646,145,41358,45711,57741,22415,41359,18832,60563,49810,54161,34194,41363,32909,53396,30100,14488,25235,19095,65159,28039,29841,6549,1427,17549,10386,11407,14481,20861,6287,54672,61135,11991,34768,23759,31957,46520,6080,53446,8395,4301,49856,48065,60880,9691,57793,27830,29371,41919,18377,50637,58571,41925,25809,47310,4805,3781,53704,4807,40393,34743,12228,40133,21688,52426,52946,25791,61389,7381,12222,3790,11465,56511,48576,53976,55750,58832,7885,50384,20424,60371,25302,53715,5085,55754,11469,65235,2516,56547,42971,51163,57808,26592,64455,16840,53195,31935,54479,47582,17360,32463,727,48329,26324,64985,49605,26054,50634,48590,59251,9353,8643,63946,54478,31427,28621,31957,29381,38091,3026,64197,63173,22472,64958,64981,39375,42960,17113,50902,34257,20436,223,19935,60632,1759,28369,31191,49372,26026,30824,14666,34513,34006,58830,12230,51138,31095,37562,3011,0,2336,0,976,0,3905,3554,2564,38443,3072,112
51085,58512,21904,11412,15509,1684,52625,58001,17552,55953,46993,42131,11924,37521,55699,13716,19091,3730,28306,7573,5782,10646,38036,28565,19605,14999,9623,13207,42133,56471,49045,5268,46997,9367,62356,51604,44949,31123,62100,64148,22166,46997,27799,28310,19350,1944,7319,1943,58775,9368,1943,5526,40598,50326,63384,38037,37526,52373,18328,7574,56468,44181,50837,9109,45077,47504,41876,44693,29333,5268,4502,2710,32149,32150,31124,17302,22165,13974,41877,31125,52374,24470,57237,17558,21142,48788,54933,25749,10133,56724,35223,32149,36244,40339,61075,24214,6295,60565,18325,59028,44695,10647,46230,7063,32919,29334,5525,58516,42133,31893,26261,10133,18325,10901,22165,46228,63635,33938,18068,18836,51091,46229,41364,55444,45204,58771,22163,59026,30868,17044,15512,11927,9111,57238,34710,1939,65427,61075,49555,40595,43668,10137,10645,46229,56469,60053,8853,2454,55195,14744,8594,5521,46734,56720,38033,49549,25231,63117,31118,33421,3213,17549,38032,24976,45455,44692,41105,147,661,7570,16017,41874,22164,26512,32912,34193,41617,11407,3472,32656,8083,46228,63635,22161,22420,63125,48787,16527,25490,30100,3484,4243,49304,42900,14483,9108,115,34707,7317,26260,29838,59279,54924,55693,51088,6544,41095,4238,17034,50062,3217,46478,47503,58509,22927,42127,20368,58003,46738,51857,35474,38547,32653,52116,28308,12440,24979,19607,60551,27015,28817,9621,5779,19597,10898,12943,16273,21629,2959,51856,56015,22999,31440,24527,24277,38328,17600,46278,6603,56780,60096,50113,57808,6363,58817,40886,21947,50623,8905,51149,460,43717,23761,34766,15301,62404,57800,62150,45769,41399,5572,52933,19896,59338,41426,30911,1230,7381,8894,56013,22729,50367,58048,43736,53446,64464,11469,52432,8136,9428,25046,57555,1245,52426,17101,63187,6100,42467,49627,44507,3537,25056,2760,14280,42187,40383,54479,54494,13776,30671,5335,51145,34260,55513,56261,18374,58314,41422,45683,13193,3011,5835,46030,33475,24013,39893,32709,32203,9682,63941,4550,16840,191,59349,38863,41680,16345,59862,22993,19924,58078,30175,473,58078,32465,30935,56796,19114,32360,6218,39633,38102,49614,14022,46274,42615,38075,3011,0,2336,0,976,0,3905,3554,2788,38699,3072,112
49549,61328,19088,6292,9621,64147,52369,54417,11408,51601,49297,43667,12436,33937,54675,14996,17811,63377,18322,5525,1942,5782,32148,24981,22165,15511,5783,10135,42133,58519,47509,9620,48789,10903,59284,50068,45205,28307,55956,59284,20118,47253,24727,20374,18326,5272,9623,1431,54423,11416,5271,5782,34966,42390,61848,33941,31382,43157,16024,9110,56980,35221,53141,1941,40981,46736,42644,45205,27541,1940,4502,5782,30613,23958,25236,16790,22677,9622,37269,25237,55702,24982,50837,13718,23702,52372,54677,21141,4757,55956,32919,29333,29332,37779,54675,21398,8855,60821,13973,52884,41879,14743,47254,2967,31895,27286,7317,55700,39317,27285,26773,6805,11669,5781,19861,43668,62611,33170,16788,21140,52371,45461,36500,52884,43924,56723,26259,59282,27796,13460,12952,11927,5271,51094,28822,2707,65171,59283,45203,39315,49812,11673,8085,40085,52117,59541,5781,61589,51099,12952,9874,5265,42126,54672,38801,51085,22159,60813,29838,30861,3725,20877,39056,20624,41359,44180,41617,62610,57748,4754,14225,39314,19604,25744,33168,35473,42897,7311,1168,32656,6803,43924,59027,19601,21140,59285,47507,13455,23698,28820,64155,3731,51096,39316,10899,8852,451,32659,1941,23700,26510,55951,52620,51597,48528,5264,39815,1678,12426,49806,5265,45454,45711,56461,22671,43151,16272,50323,42386,51345,33426,34707,33421,50580,25748,9880,23955,11159,57991,22919,28049,10901,5267,14989,9618,13455,15249,19581,63374,47248,61391,21719,37072,15055,27861,36024,19648,37574,1227,3533,54208,58305,44240,5851,59073,45238,14779,44735,11977,48333,2764,32709,19921,40910,24005,61892,50632,65222,35785,52407,8132,56517,23736,47818,45778,26047,15822,725,2750,55501,20425,51135,44992,46040,41670,14033,5325,56016,4808,11732,44246,48339,3549,40650,26317,61907,62163,41187,41179,50395,62928,23776,65479,9416,47819,39615,58831,47838,14544,19919,14039,53961,21716,57305,49861,34502,48586,42190,45171,20361,1731,62154,53198,22467,33485,37077,26565,25291,16850,63941,61125,17608,53438,9686,27087,46288,17369,51926,20177,5588,8671,29407,60632,53726,38609,29911,63708,11434,19560,9546,38097,37078,39374,8902,49602,38519,31932,3011,0,2336,0,976,0,3905,3554,2756,38955,3072,112
51597,57488,8080,61843,6037,660,49553,47249,9360,56209,54417,42899,8340,34449,59027,12692,9363,51601,18322,3477,61333,64149,32148,33429,27285,16023,6551,16279,49301,58519,53653,11412,44949,6551,59284,52372,43925,17299,48276,56468,18838,41621,14487,22166,23702,8856,2967,407,61079,17304,3223,60565,31382,45718,62104,31381,25494,45717,24728,12438,54932,40853,45461,61588,39189,51088,44948,42389,24725,7060,6294,406,19349,17046,25236,14998,12949,3478,35221,32661,58518,23702,54421,21398,26518,49556,47509,18069,8597,55444,28311,23701,30868,44179,48275,19606,5015,50069,8341,53908,47767,17303,42902,1943,38807,31126,64660,47252,30613,28565,22933,64148,6293,6293,26517,49044,60563,33938,24468,24724,51091,38293,34196,56724,41876,49043,26003,53138,19348,7828,12952,8343,63894,44438,28822,2963,62867,54419,45203,44947,49556,7321,3477,39061,55701,55701,62612,58005,52123,18328,8082,1937,45198,63120,44689,50061,17295,62093,25742,29325,7821,23949,29840,15760,39311,44180,35729,54674,52628,3730,16017,38546,15508,27024,40080,39569,39569,6287,144,33168,1939,37780,55443,20369,22932,58773,45715,19599,29842,35476,63387,6291,49048,38804,14483,12436,515,28819,65428,21140,27278,50575,44428,48269,49296,6544,38535,65165,15242,56462,6801,44174,44687,57229,23439,38799,13712,50067,45714,50065,29842,32915,28301,43668,20372,8088,23699,14487,56455,24967,30353,8853,403,12685,7314,10639,9361,13437,62606,48528,62927,15831,23760,11471,30933,38328,15552,30918,13003,7885,59328,47809,48592,9691,64705,36278,63162,49343,14793,53709,57035,32709,29649,50638,22981,46532,57288,1991,50633,32695,11972,57797,5304,53706,51154,36799,62925,63188,6590,63437,23753,36287,37824,50648,54982,209,63436,51920,13000,15316,22486,42963,477,56522,16333,49619,56531,48867,56539,42971,61136,23008,51655,13000,48587,46783,50383,46046,11984,33231,11223,38089,21204,58841,60613,17094,45258,36046,52595,21641,57282,57034,49358,44227,22989,34261,17349,33483,19154,60101,49605,11464,6847,5590,31695,51152,7385,41686,16849,22228,2527,25055,56536,57566,45521,27863,51676,9386,33384,13130,32209,26582,42190,21958,50370,34423,24253,3011,0,2336,0,976,0,3905,3554,2820,39211,3072,112
50573,56464,9360,64403,11925,7828,54929,51857,17552,1938,62097,46995,13972,39569,61843,12948,10131,55953,19602,7317,65429,3222,38548,40341,33429,19351,10903,21143,51093,57239,63125,18836,49557,9623,62612,52884,44181,18323,50580,61332,20630,45973,22935,31894,32406,13976,11415,4247,152,19096,663,61589,30614,45974,63640,31893,29078,50837,30616,16534,60564,45461,49813,1941,48149,58512,49044,48277,32149,12692,9366,65429,20885,23702,27796,16534,18581,7830,44693,38549,61590,24726,59285,27030,25750,46228,48277,19861,9365,53908,27031,24981,37524,49555,50579,24214,7319,53909,12437,61076,56215,19863,48534,8855,41623,33942,2709,49300,35221,30869,25237,1685,10133,12949,28565,51092,64659,41362,28564,27028,49299,38293,35988,55444,40084,49043,28563,53650,22164,10132,14744,9367,1943,51862,36502,11411,2708,63379,53907,51859,51092,5529,4501,40597,55701,55445,64148,60565,56475,20632,11154,6545,50318,913,47249,50573,18831,63885,30862,38029,14989,21389,33936,17296,42895,44436,37777,57746,54932,10898,22417,45202,23700,34704,44688,38033,40081,5263,2960,34448,1939,36244,59283,25233,25236,60565,52371,24719,34706,36500,4508,8083,51608,41108,20627,18324,451,30099,917,26516,31118,53391,47244,53389,55184,8336,40327,6286,23178,61326,8849,43918,45199,59277,23439,38031,10128,51091,48274,54161,34450,38035,28557,47508,25236,13464,28819,20631,63623,32391,36497,12181,3219,16781,11922,12943,13457,14717,399,53648,464,18391,19152,18383,28373,52920,10176,41926,6347,14797,58560,36033,55760,6107,194,32950,7611,42687,16329,56781,57035,39109,25041,59342,20421,52932,54216,5831,44745,33719,20164,53445,12728,57290,50898,39871,55757,4821,62653,3790,15561,37567,45504,52440,61894,62160,7117,48336,26568,11476,19414,44755,2781,56522,7373,60883,51155,59107,59355,42971,58576,23008,57287,9672,53963,47807,47055,50910,14288,32975,10199,50633,14548,63449,63685,17606,49610,38094,52851,20873,63426,56522,51150,43715,21965,38101,18373,36043,18386,62149,47813,23496,6335,2518,38863,39632,16857,40150,25041,29908,2527,28127,56536,1503,41681,30423,43740,17066,28520,15690,37585,21718,50126,25030,58050,28791,14014,3011,0,2336,0,976,0,3905,3554,2932,39467,3072,112
49293,55184,11920,404,7573,8340,59281,57489,20880,65169,60305,46227,8340,31121,54419,10388,6291,53905,15506,10645,3734,9878,39572,41365,33941,19607,6551,11927,46485,54935,61077,18324,50069,7575,55188,49300,41365,17811,49812,57236,22934,49301,26263,31894,33942,17048,9623,919,57495,15000,63894,59797,25750,43414,64408,37269,33430,54165,30616,20886,63124,42645,59029,7829,46357,60816,52628,47509,26773,4500,4246,61589,18581,16534,28564,19094,21397,9878,46229,41109,407,28310,55189,18326,22422,47508,42901,16533,6293,57492,31895,29333,40340,52371,48787,23702,11671,58517,14229,62100,56471,24983,47510,4247,32663,27542,2453,46228,31893,27541,27029,4245,12181,12437,34453,55956,1172,37010,20628,25748,49299,34965,30356,52372,42900,53651,25747,53906,18836,7828,15000,12951,3479,52630,36246,14483,6548,61331,48787,45971,49044,6809,661,33685,53653,55445,405,61845,57755,25240,17298,8593,49038,63120,42897,49293,16015,57997,33934,34189,9613,22157,33168,12176,40079,43156,37265,60562,59028,10898,25233,49042,26260,29584,42384,35985,40849,911,63887,31120,3219,40596,58515,26257,29844,1686,54419,20623,32402,34452,7324,11667,55448,42900,18835,15252,371,27795,64660,21140,27278,54671,49292,49549,55440,11664,45703,5518,20106,58766,8337,41358,41615,55693,22159,39055,10640,52115,49298,57745,38034,40083,30349,48788,27028,15000,29843,20887,62855,29575,30865,10133,63122,12685,8082,12687,12433,16509,143,51088,65487,13527,27088,4559,34773,45752,15552,41926,6603,9677,61376,50881,36560,14811,60353,39094,10171,36543,24265,59341,716,29893,33745,50382,22981,57028,39368,4039,50633,40119,18372,56005,18616,43722,54738,33983,4814,56020,7870,59341,22729,54463,32704,59352,57030,8145,1997,56016,17864,8916,34774,32979,4573,44490,22477,57811,61395,49379,58587,56027,50128,26592,59847,10184,51915,45503,57551,34270,16080,30671,13015,44233,16084,60121,54981,37062,42954,42958,54387,23177,1219,56010,45774,40643,40141,28117,26309,26315,17106,5830,56261,14536,1215,21206,31695,44496,21209,42966,22993,21972,13535,23519,60376,59870,38609,41431,46556,6314,24424,17738,30161,33238,43726,21958,61634,33143,6079,3011,0,2336,0,976,0,3905,3554,2628,39723,3072,112
45965,52368,17296,11412,16277,6036,58257,62353,23440,61073,50321,39315,10388,33169,49555,6292,13971,64657,22674,9365,3222,16790,44180,37269,23701,14999,8855,10903,37525,48279,54421,5268,43669,7319,56980,43412,37269,23187,59028,149,23958,51093,33175,35734,26518,7576,8087,64662,55959,5272,60054,150,37014,47510,62872,40597,42390,58261,26008,10646,58516,42901,55701,12181,50709,53392,41620,42645,27797,1940,61333,63637,24725,23702,29076,18070,29077,19606,49813,33941,58774,26518,58005,15510,14486,43924,49813,21909,7829,56468,36503,39317,43412,46995,56467,25750,11415,63637,24213,63380,48279,15767,47766,6551,31383,20886,62868,51860,38549,29077,24981,10133,22677,16277,28565,50068,2452,38034,18324,14228,45971,41109,35988,49812,39316,58259,18323,51858,25492,13716,14488,13975,9879,60054,35222,7827,3220,62867,50579,40595,40596,4761,5269,40085,51605,56725,10133,5782,60315,20632,16018,9617,47246,55952,36241,45965,19599,58509,32142,34445,1933,13453,31120,16784,41615,42644,39825,1683,1685,11922,20881,47250,27796,31888,34448,31889,38801,7823,64655,30352,5267,46996,916,27281,28308,662,56723,20111,24210,30100,4764,7315,55448,45204,17811,8084,4066,29331,1173,22164,25998,54159,55180,57997,55440,9872,46215,9358,18826,51854,1681,42894,43919,54925,21135,40335,19600,56467,48530,54929,38546,42131,32909,53396,30100,14232,25235,20375,63623,25991,27281,8341,1939,15757,7826,10639,14737,21117,4239,52368,54735,8919,39376,21199,25813,40376,23744,46790,10955,3533,56512,55745,50896,8923,52161,34742,18107,43711,6345,48333,6860,41157,31441,42702,22725,197,52936,64966,36297,40119,64707,54725,22200,55754,46802,23231,4814,2005,17598,53965,15561,55743,52672,51160,44998,4049,62924,57296,5576,5076,29398,49619,10973,45258,21453,65491,9428,45027,50139,50651,63952,25056,968,21704,47819,37311,61391,50654,18384,19663,8919,50377,27092,60121,46277,21702,51658,51662,43379,17033,65474,6091,47822,27843,32717,31957,31941,26571,17362,60101,3270,25032,62654,2006,34255,40656,14809,60374,29393,18644,6623,28895,65496,58078,33233,27351,57564,15274,27752,14410,30929,40662,50638,12742,50370,38775,21695,3011,0,2336,0,976,0,3905,3554,2484,39979,3072,112
51085,52368,9104,64659,12949,5268,55441,56977,22672,1938,58513,40595,7828,36753,55699,7828,7571,53905,20882,8597,65429,6806,42388,42389,33941,19863,10135,18327,49045,53399,63637,16532,48789,9367,59284,47252,38037,17555,52372,62868,20374,47253,23703,38038,34710,14488,9623,1943,63383,16024,63126,58261,28566,42902,61336,33429,31126,54421,31896,18070,60052,45973,49557,7317,50965,62096,50068,44437,28053,9364,7318,63637,20629,18838,26516,16534,16789,9366,48789,41621,63894,25494,57237,23702,24982,46228,42645,17301,6549,53908,28567,28565,40852,51091,53395,24982,8087,54933,15509,65172,57751,16535,49046,7319,39319,28566,64660,46740,34709,28309,22677,1941,13461,16789,33173,51604,660,39570,26260,27028,45715,37013,35476,54420,36756,49555,24723,49298,16532,9620,13464,8087,919,55190,40854,13459,5780,61331,52627,48275,48020,3993,1429,38037,53141,53909,64148,63637,59291,22936,14994,8081,52366,65424,44433,49037,18319,62861,33166,40077,8845,19597,29840,13712,42895,42132,36497,58002,60564,11410,22417,44690,24468,34448,41872,36497,38801,5519,4496,30608,64402,36500,62611,28049,29844,63125,54419,25743,35474,34452,6812,10131,55448,43924,18579,14484,243,28307,1941,23956,27790,51343,48268,52109,55440,10128,42375,7310,24202,59278,6289,38030,44687,56205,22671,37007,9104,52883,49042,54673,35474,41107,28813,47252,26516,13464,26515,19607,64903,32647,33681,8853,1939,13965,9362,11407,10385,16765,2447,50320,2000,1751,31696,16591,34005,38584,15808,46534,11979,18381,50112,50113,46288,16859,62145,28342,9147,47295,22729,50381,60107,31685,40145,51150,23749,52164,55752,6599,48329,40375,17092,53445,16056,49866,57810,33983,1998,57812,9406,3790,13513,46271,45248,56024,58566,7889,62668,51152,22216,9684,26070,42195,7645,52170,19661,50899,63955,54499,59355,44251,63696,28384,56007,19144,57803,43455,54735,43998,20688,28367,11735,41417,20948,474,58565,19654,40650,47822,54387,21129,62914,63946,51150,42179,27853,31445,22469,34763,23762,56517,58565,15816,8383,5334,39375,46544,14297,45526,27089,21972,10207,21983,60888,61406,45265,24535,49628,13482,29544,18250,26321,32470,46798,25798,52930,37751,16574,3011,0,2336,0,976,0,3905,3554,2788,40235,3072,112
53133,59024,17296,9364,19861,7316,53905,50065,18064,60561,47505,35219,5268,37009,58515,10132,14227,64913,29586,13717,1686,8086,41108,35221,22677,5015,4503,17303,44437,53655,54165,7572,39829,5271,61844,52116,40853,24467,60564,1941,24726,46229,24215,30358,25494,4504,663,64662,61335,14488,65174,406,42390,55446,1177,35477,35478,54421,27288,7318,50068,39317,48789,5269,47381,52368,39316,39061,26261,8340,4502,63381,25493,33430,34964,20374,20629,10902,47765,34453,55190,21142,54933,21910,20630,46484,50325,27797,16021,58260,32919,32661,42388,43667,62867,31126,10135,56469,15253,61844,48279,10647,43670,5527,35991,25238,149,52884,44181,34709,26517,6805,17045,17045,29333,46996,59283,33938,22420,19860,45459,40853,42388,59028,44948,54675,23699,52370,27028,21396,20120,16023,4503,55958,36502,6803,61843,56467,48275,42643,43668,2457,8085,46229,59797,60309,6549,3734,60315,20120,9618,2449,46222,59280,37521,44685,18319,654,27790,35981,4493,17805,32912,20112,48271,48788,39313,62610,63892,12946,19601,39314,19348,27792,36752,32145,38289,8591,6288,37520,8595,45204,660,26769,25236,55701,50835,19343,26514,29076,6300,5779,47000,41108,17043,11412,51,28819,4757,27284,32398,55695,52364,56205,55952,7312,38279,4494,18314,52878,1425,41870,45711,58765,24207,40847,18064,58003,49810,52881,34706,38291,32397,50836,28820,13976,24723,17047,60039,28551,28561,7829,1683,16781,11154,13199,14225,20861,5007,53392,2000,14807,24528,27087,31957,42168,4032,49094,61642,15821,51136,41409,54480,14555,57537,33718,23483,43455,30409,60109,59339,37573,17617,50638,29125,57284,51144,63686,52169,38071,15044,42437,14264,55754,51154,32447,60621,13781,10174,4302,12745,49855,43456,64728,47558,59344,4813,49616,24520,2516,26582,44755,65244,57802,16589,980,57811,48867,60379,51163,59344,17632,2248,10184,57547,42943,53455,44254,21968,34255,64982,52425,16084,5850,56517,23238,46794,47822,53619,15241,1475,55498,46542,44483,29901,49365,21189,30155,19154,5830,54469,13000,2495,59861,42959,42704,18137,44758,30673,24788,62174,27359,58072,479,35537,28119,41692,23210,31592,16202,38353,33238,51150,21702,59330,35703,15549,3011,0,2336,0,976,0,3905,3570,2932,40491,3072,112
55437,59280,14224,5012,17045,3220,48273,51601,16272,58769,50065,38035,10132,42129,63123,15252,14227,65169,26258,6037,63125,3734,37524,36757,23445,8599,8599,18327,51605,58007,55701,9364,44181,8855,65172,52372,43413,24723,59284,661,18326,42645,22167,29846,26518,6040,919,2967,65175,17816,1943,150,38038,52374,64152,34709,32406,51605,23704,6806,51092,42901,44949,2709,45589,53136,41364,41621,27541,10132,10134,406,26261,27798,31636,14742,18325,8598,44693,31893,55702,21910,56981,24214,25238,51092,52373,28053,13717,55188,28823,28565,38804,42131,59795,26518,7831,52885,13717,60308,47767,12183,42902,7319,41111,30358,4501,52372,44437,34709,25749,3733,16021,13717,24981,45204,59795,37266,24724,24468,49043,44949,41364,57748,41620,54419,27539,54418,27028,17556,16536,8855,1175,51094,34710,3731,61843,56979,50323,46739,48532,9369,8341,46741,60053,57237,2453,63637,58011,16536,7826,4241,47502,62096,40849,48269,23439,3726,27534,35725,9101,19853,35216,21648,48015,46228,36497,60562,61588,9362,16273,39058,20884,31376,39312,34705,41361,11151,7312,34960,5267,44180,63891,25745,22932,56981,47251,18319,29074,32148,4764,1939,47768,40852,18323,12948,147,31123,8341,27028,31118,53903,50060,54925,54160,6544,39047,3726,21130,56206,4753,43918,49551,62093,26511,41871,18320,56723,49298,51089,31890,36499,30349,48788,27796,12952,23699,16279,61319,28551,30865,8341,4499,19085,13714,14479,14225,18301,3471,52368,4816,6615,30672,22223,33493,38328,11456,45766,6603,13517,46272,51649,52432,16603,1474,33206,21179,40127,8905,45773,3788,41157,28881,46286,21957,4805,49864,199,41161,44471,10692,49349,14520,56522,59346,27839,1486,4053,10174,65485,11977,40639,48320,63448,47558,209,5325,49104,16584,724,35542,45011,3805,50634,19917,65491,4308,52707,44763,52443,2001,23264,56519,13000,55755,38335,51919,40926,28368,26575,18135,51145,24276,4314,56517,15046,45258,47822,46707,16777,3267,2763,52174,25283,34765,34261,29381,27083,13010,5318,63941,25032,61886,7638,35279,43984,17113,45014,34769,22228,735,21983,64728,58334,38865,25815,46812,17066,28264,15434,27089,39126,49358,9414,56002,37239,18364,3011,0,2336,0,976,0,3905,3570,3076,40747,3072,112
